,_id,Datetime,Tweet Id,Text,Username
39,641e939aaf9b5844fe895a82,1678806737000,1635660125745868800,"@nytimes @peterbakernyt How is it that the Hindenberg, BBC and American Government were not aware of the imminent collapse. They have so information about India and Indian Entrepreneurs like Adani but knows nothing about what is happening in their own Houses. Or there are no Sponsores for anti America",hrviswanath
40,641e939aaf9b5844fe895a83,1678806518000,1635659207428153344,"The joke is on people questioning hindenberg even after 10L crore mcap Wipeout! The joke isnt on them but on PPL who aren't questioning the promoters, regulators.",EquestCapital
41,641e939aaf9b5844fe895a84,1678806420000,1635658795207786496,@TOIPlus @timesofindia It's surprising that Hindenberg was not at all aware that so many Banks in America are collapsing. Probably Hindenberg was taking rest after researching about India and Adani. Or there were no Anti America Sponsores.,hrviswanath
42,641e939aaf9b5844fe895a85,1678806245000,1635658061695025153,"@Tushar_KN ...
hindenberg ne SEBI ke kuch Adani ke khilaaf action ke baare mein likha tha

SEBI ki history research ki aur Adani ke fraud ke against Kai action mile.

Par Adani ka jawaab nahi mila
...",Pulkit_Saraf
43,641e939aaf9b5844fe895a86,1678806036000,1635657185375174658,@TimesNow Hindenberg and BBC seems to be taking rest after researching about India and Adani. How's it that they were not at all aware of the collapse of Banks in America. Great Surprise you know. Probably there were no Sponsors for Researching on American Banks.,hrviswanath
44,641e939aaf9b5844fe895a87,1678805961000,1635656870714064896,"@Tushar_KN ...
aur research kiya to hindenberg ki report mili - kai sau sawal the - pehle 8-10 padhke Adani ka jawab research kiya

jawaab mein anti-national conspiracy ka campaign dikha.

chamakte chaand wala impressive dikhne wala australian hawa baazi kar raha tha",Pulkit_Saraf
45,641e939aaf9b5844fe895a88,1678805902000,1635656623816601600,@rishi_wip @BhavikaKapoor5 Reqd hindenberg report . if you are educated.. And if the report is wrong it can be challenged in international court. If proved hindenberg was wrong. Then that company gets closed for ever with jail term up to 15 years and lot of compensation. Plus advantage Adani gets full 1/2,Mehks191
46,641e939aaf9b5844fe895a89,1678805794000,1635656168965292037,"@onlyonenetra @sidd_sharma01 Don't lecture me on govt saving. This govt has shrunk businesses to their selected corrupt friends. Rules were bent to handover assets. Govt is mum on Adani-Hindenberg.
As for your question on my spending, yes spending has become very choosy because affordability is a problem now",mohammadanwar
47,641e939aaf9b5844fe895a8a,1678804976000,1635652737848209411,"@SVaidhyasubrama @svembu Now that the hindenberg and Soros attack failed miserably, and their own country's banks getting insovent.. change the track from business to family sentiment..

Our Tamil series directors should get better trained from these soap opera fellows 🤞",ikShanMani
48,641e939aaf9b5844fe895a8b,1678804498000,1635650732484448257,#AnpadhPM #GautamAdani #AdaniScam #Hindenberg #Kejriwal Read subtitles for those who don’t understand Spanish #SVB https://t.co/Zneue0LEPj,NumotoS
49,641e939aaf9b5844fe895a8c,1678804456000,1635650557196275712,#Hindenburg where the F is Hindenberg? #SVBCollapse,SkWip
50,641e939aaf9b5844fe895a8d,1678803615000,1635647032034725888,"@harshubh Hello Sir , 
I respectfully don't trust Astro Analysis , But I have a small question may be you would answer or may be not .

How much move did you captured in the budget session and Hindenberg Adani stocks movement through any segment ?",Nifty9inja
51,641e939aaf9b5844fe895a8e,1678802936000,1635644182759895040,@pbhushan1 @MahuaMoitra #PMModi pl answer on hindenberg report,RoshaniWaghmar1
52,641e939aaf9b5844fe895a8f,1678802407000,1635641962505158657,@sharimohan121 @prettypadmaja @sardesairajdeep Do you think @narendramodi created Hindenberg controversy or he told RaGa to go to UK and say what he said so that bills be passed in parliament without proper debate? Great thinking.,amitpar
53,641e939aaf9b5844fe895a90,1678801868000,1635639701980807170,"@ANI Lallu father grabbed billions to feed 8 children in millions, one of them is present Deputy CM, why Adani referred who is a prompt tax payer businessman, do u know what businesses Adani held and future plan? Don't get bully on Hindenberg report and Congress nonsense drama pls",Sudarshan2707
54,641e939aaf9b5844fe895a91,1678800884000,1635635573787627520,Hindenberg said Indian banks are at risk 🤣🤣🤣 https://t.co/ZunzkQEwEr,imgyans
55,641e939aaf9b5844fe895a92,1678800814000,1635635280412835840,@rimreaper0 @indomitablesoul @Jairam_Ramesh Bundling all US companies together ain't smart. Even Adani did not refute Hindenberg's pointed allegations. The fact that round tripping was done is irrefutable. We are living in moronic times where straight daylight fraud is obscured in the name of nationalism.,Sandeep59797292
56,641e939aaf9b5844fe895a93,1678800258000,1635632947888881668,"@srivatsayb So hindenberg is your daddy now..you talk like as if adani himself was moving heroine, do you have any proof???",JithinVa1
57,641e939aaf9b5844fe895a94,1678800180000,1635632621282824192,"@pbhushan1 Who hindenberg?if I say something on you, whether the govt  form JPC?what is the use of Jpc? politicians not even know about finance? Then again jpc  need help from SEBI?Better politicians should concentrate on facilities to the public rather than  single adani",laxma26
58,641e939aaf9b5844fe895a95,1678800138000,1635632444597751809,6. Hindenberg issue not discussed @nsitharaman @AmitShah @RahulGandhi @cpimspeak @Comradesmarx @BhimArmyChief,pallemurali26
59,641e939aaf9b5844fe895a96,1678799717000,1635630678690922496,@pbhushan1 @pbhushan1  Is  Hindenburg your company or what? Its proven that hindenberg is a scam company which made false data about other companies in past to make share prices fall so that they can buy shares at cheap cost. Why are you crying ? USA govt itself banned it.,TruelySpiritual
60,641e939aaf9b5844fe895a97,1678799095000,1635628070999818242,"@pbhushan1 Why don't u ask for a JPC on the US banks collapse &amp; failure of Moody's, Fitch, S&amp;P &amp; more specially Hindenberg ??? They are first ones to downgrade the rating of India / Indian Companies",raj_nab
61,641e939aaf9b5844fe895a98,1678798001000,1635623484742332416,"@sidd_sharma01 Tu tension mat le, jase TajMahal k revenue se uski vasooli ho rahi h , wase hi iski b ho jayegi 😂 aur ye hindenberg swati maliwal k hashtag kyun lagaye h be , bhang khake betha h kya",GauravS01937002
62,641e939aaf9b5844fe895a99,1678797318000,1635620619902672896,"*2 Banks in #USA collapsed.*

*The International (Fake) Research Expert #Hindenberg who saw the problem with some Indian transactions could never predict the collapse of the Banks in their own backyard..!*

*Why??*

*Surprising!!*

*Gomal hai bhai...!!*",dramitmanohar
63,641e939aaf9b5844fe895a9a,1678796744000,1635618209192894464,How did hindenberg research not see svb collapse?,charliekadan
64,641e939aaf9b5844fe895a9b,1678796431000,1635616896656744448,@INCIndia @kharge Look at the Indian politics. Hindenberg report is on adani but US Bank failed. No JPC in US. Indian political parties are looking for JPC.,saurabhrobin200
65,641e939aaf9b5844fe895a9c,1678796016000,1635615157857427457,@INCIndia @kharge Hindenberg report was on adani but us Bank failed.,saurabhrobin200
66,641e939aaf9b5844fe895a9d,1678795785000,1635614190256926721,"@OnlyNakedTruth His article on how badly Indian airports are managed under Modi is ready, so this is a Hindenberg style Hit …..",nikhil69_99
67,641e939aaf9b5844fe895a9e,1678795709000,1635613867987329024,@anandragn @amazonholder1 Hindenberg published short report on indisn stock adani but forget to study banks in his own backyard..banks earn money in rising rate..sorry mate $bac has 108 billon hole in HTM mtm.,PiyDW
68,641e939aaf9b5844fe895a9f,1678795549000,1635613198031413249,Two major banks in USA collapsed in 48 hours. Silicon Valley bank SVB andcrypto bank silvergate . No warning or research from hindenberg?? Surprise surprise!!😂😂😂😂😂,nimeshshukla
69,641e939aaf9b5844fe895aa0,1678795408000,1635612605690830850,@sidd_sharma01 The hashtag Hindenberg says it all. We are slaves and we shouldn’t think big. Nobody took the money from ration and made the statue.,Vengabus
70,641e939aaf9b5844fe895aa1,1678794242000,1635607715891548163,@TimesAlgebraIND World class BBC telecast and Hindenberg reports analysis never come out quickly fact finding report on these Banks are getting collapse.,Muthiah60794424
71,641e939aaf9b5844fe895aa2,1678794228000,1635607657020276736,"मतलब साफ है अगर आप #hindenberg और @Forbes जैसे को आधार मानकर समझते हैं कि यह कंपनी अच्छा है तो आपके साथ यह विदेशी कंपनियां धोखा कर रही है
फोर्ब्स ने 7 मार्च 23 को एस वी बैंक को सर्वश्रेष्ठ बैंक बताया था और 10 मार्च 23 को यह बैंक दिवालिया हो गया।
घटिया पत्रिका।
 🤔🤔",ArunShri8
72,641e939aaf9b5844fe895aa3,1678794222000,1635607631556657153,"Meaning is clean if you base like #hindenberg and @Forbes understand that this company is good then this foreign companies with you are cheating
Forbes had described S V Bank as the best bank on 7 March 23 and on 10 March 23, the bank went bankrupt.
poor magazine.
 🤔🤔",ArunShri8
73,641e939aaf9b5844fe895aa4,1678793725000,1635605549957140485,"@nik_oswal @HindenburgRes Hindenberg is a short-selling company and before Adani, there are numerous fraud American companies which are already under water due to Hindenberg's report........so stop this nonsense and face the truth.",zaksupritam
74,641e939aaf9b5844fe895aa5,1678793639000,1635605188324229121,An attack(hindenberg report) against India but denied discussion in parliament.,SayedAnish6
75,641e939aaf9b5844fe895aa6,1678793463000,1635604448230936577,@rimreaper0 @indomitablesoul @Jairam_Ramesh If Hindenberg details are not credible then you live in an illusion. I did not say Cong is perfect. But Bhakts definitely think Modi is perfect. That's the difference.,Sandeep59797292
76,641e939aaf9b5844fe895aa7,1678793323000,1635603863213580288,@Sandeep59797292 @indomitablesoul @Jairam_Ramesh Pappu lcker will say cong can do no wrong. Hindenberg is creditable like ur pappu. Did adani gone bankrupt? Country is doing fine which even make ur daddy west crying,rimreaper0
77,641e939aaf9b5844fe895aa8,1678793157000,1635603164425752581,@rimreaper0 @indomitablesoul @Jairam_Ramesh Andh Bhakts will say Modi can do no wrong. If someone (Hindenberg) gives credible evidence they ask but you did not catch SVB. Meanwhile the country can go to the dogs.,Sandeep59797292
78,641e939aaf9b5844fe895aa9,1678792763000,1635601512746344450,@BubnaNikunj @AdityaD_Shah Very true but we must try to clean ourselves prior to pointing figures to others. Hindenberg wrote a detailed report on ADANI and he didn't know what is happening in his own backyard.,DesiMadhukar
79,641e939aaf9b5844fe895aaa,1678792456000,1635600225715855362,"@TimesNow @RAJAGOPALAN1951 @NiyamikaS @anchoramitaw Why Hindenberg, did not short SVB, Signature and a host of other banks😱why obvious mortgage security value decline not published in US market, a cursory study of balance sheets would highlight this impending debacle with bond yields rising😱 , who finances Hindenberg's agenda 😁",mailvng
80,641e939aaf9b5844fe895aab,1678792278000,1635599479738081280,"So hindenberg has caused an FPO of 3200 to be scrapped and subsequently Adani had to sell at 1400! Yet they shouldn't give a critical report with complete data, substantive evidence! 10 lakh crores wiped out yet they are questioned and not the regulators, promoters!",EquestCapital
81,641e939aaf9b5844fe895aac,1678791814000,1635597531932655616,"@MahuaMoitra Madam
Waiting your expert opinion on recent bank failure in US  of SVB, Signature, ..
Like your view on Adani after Hindenberg remarks",rksingh2012
82,641e939aaf9b5844fe895aad,1678791701000,1635597058869690369,@rishibagree Where is Hindenberg and Soros.,NAnandRao2
83,641e939aaf9b5844fe895aae,1678789369000,1635587277899595779,"@PreityUpala Right under nose of hindenberg biggest 
US Bank collapse
Where is their report
They r like all fart no
Shit.seems pappu of
US",TruthSingh2
